model_name,piqa_acc_norm,arc_easy_acc,hellaswag_acc_norm,valid_avg,config_name,train_the_cluster1,train_the_cluster2,train_the_cluster3,train_the_cluster4,train_the_cluster5,train_the_cluster6,train_the_cluster7,train_the_cluster8,train_the_cluster9,train_the_cluster10,train_the_cluster11
proxy_350m_32l_cosine_nemotron_cc_244x_n449,67.84548422198040,50.2104377104377,40.5098585939056,52.8552601754412,n449,0.1308,0.0458,0,0.0052,0.006,0.0122,0.0956,0.1398,0.0264,0.1642,0.3738
proxy_350m_32l_cosine_nemotron_cc_244x_n404,66.70293797606090,52.02020202020200,38.89663413662620,52.53992471096300,n404,0.097,0,0.0698,0.018,0.2824,0,0.2144,0.013,0.2822,0,0.0232
proxy_350m_32l_cosine_nemotron_cc_244x_n226,65.88683351468990,44.612794612794600,36.85520812587130,49.1182787511186,n226,0.003,0.0004,0.0302,0.0018,0.021,0.531,0.0152,0.0012,0.0034,0.3926,0
proxy_350m_32l_cosine_nemotron_cc_244x_n91,66.75734494015230,52.062289562289600,39.195379406492700,52.6716713029782,n91,0.017,0,0.2858,0.1528,0,0.3714,0.0022,0.097,0.0352,0.0386,0
proxy_350m_32l_cosine_nemotron_cc_244x_n118,65.28835690968440,46.2962962962963,37.69169488149770,49.7587826958261,n118,0.0082,0,0,0.131,0,0.01,0.0974,0.0054,0.7058,0.0422,0
proxy_350m_32l_cosine_nemotron_cc_244x_n244,68.22633297062020,54.25084175084180,40.92810197171880,54.46842556439360,n244,0.0154,0.2634,0.0002,0.0084,0.0296,0,0.0894,0.3134,0.0148,0.0438,0.2214
proxy_350m_32l_cosine_nemotron_cc_244x_n209,65.28835690968440,47.39057239057240,36.74566819358690,49.80819916461460,n209,0.5716,0,0.033,0,0,0,0.0138,0.149,0.2266,0,0.006
proxy_350m_32l_cosine_nemotron_cc_244x_n229,67.02937976060940,53.15656565656570,39.83270264887470,53.33954935534990,n229,0.132,0,0.0026,0.012,0,0.0678,0,0.3744,0.0764,0.3062,0.0286
proxy_350m_32l_cosine_nemotron_cc_244x_n1,66.92056583242660,47.474747474747500,38.319059948217500,50.9047910851305,n1,0.0882,0.0074,0.067,0.0164,0.008,0.2538,0.008,0,0,0.5504,0.0008
proxy_350m_32l_cosine_nemotron_cc_244x_n31,65.45157780195870,42.803030303030300,35.71997610037840,47.9915280684558,n31,0.6744,0.0186,0.0506,0,0.002,0,0,0.003,0.0006,0.2506,0.0004
proxy_350m_32l_cosine_nemotron_cc_244x_n476,66.43090315560390,54.71380471380470,40.54969129655450,53.89813305532100,n476,0.0018,0.0034,0.0318,0.1296,0.0078,0.031,0.3434,0.2496,0.0148,0.184,0.0028
proxy_350m_32l_cosine_nemotron_cc_244x_n429,68.11751904243740,55.68181818181820,41.19697271459870,54.99876997961810,n429,0,0,0.1128,0,0,0.0012,0,0.5668,0,0.0008,0.3186
proxy_350m_32l_cosine_nemotron_cc_244x_n224,67.02937976060940,47.01178451178450,38.77713602867960,50.93943343369120,n224,0.0354,0.0168,0.0096,0.0558,0,0.236,0,0.0322,0.0472,0.504,0.0632
proxy_350m_32l_cosine_nemotron_cc_244x_n37,66.75734494015230,54.25084175084180,39.06592312288390,53.35803660462600,n37,0.0106,0.2384,0.0068,0.0692,0.0088,0.3292,0.0314,0.1962,0.0166,0.0928,0.0002
proxy_350m_32l_cosine_nemotron_cc_244x_n106,67.5734494015234,53.91414141414140,40.53973312089230,54.0091079788524,n106,0.06,0.0034,0.1312,0.0396,0,0.0812,0,0.3164,0.0932,0.2582,0.017
proxy_350m_32l_cosine_nemotron_cc_244x_n89,66.64853101196950,53.40909090909090,40.32065325632340,53.45942505912790,n89,0,0,0.2488,0.0146,0.2042,0,0,0.2248,0.2706,0.0004,0.0366
proxy_350m_32l_cosine_nemotron_cc_244x_n175,67.24700761697500,54.7979797979798,41.28659629555870,54.4438612368378,n175,0,0,0.5398,0,0,0.1028,0,0.224,0,0.0422,0.091
proxy_350m_32l_cosine_nemotron_cc_244x_n442,64.47225244831340,41.4983164983165,35.95897231627170,47.3098470876339,n442,0,0,0,0.0352,0,0,0.0044,0.0248,0.9334,0.0004,0.0018
proxy_350m_32l_cosine_nemotron_cc_244x_n76,65.61479869423290,44.612794612794600,35.90918143796060,48.7122582483294,n76,0.6312,0.0054,0,0.0012,0.1392,0.0948,0,0,0.1262,0,0.002
proxy_350m_32l_cosine_nemotron_cc_244x_n300,67.30141458106640,51.515151515151500,38.488348934475200,52.4349716768977,n300,0.2944,0.005,0.023,0.0478,0.2728,0,0.0006,0.0986,0.1064,0.1506,0.001
proxy_350m_32l_cosine_nemotron_cc_244x_n116,66.2676822633297,52.735690235690200,40.5098585939056,53.1710770309752,n116,0.1988,0,0.3866,0.012,0,0,0.091,0.0012,0.0106,0.2996,0
proxy_350m_32l_cosine_nemotron_cc_244x_n249,67.30141458106640,44.907407407407400,37.73152758414660,49.9801165242068,n249,0,0,0.005,0,0,0,0.0058,0,0.0624,0.927,0
proxy_350m_32l_cosine_nemotron_cc_244x_n433,65.34276387377590,41.119528619528600,36.43696474805820,47.6330857471209,n433,0.0228,0,0.0004,0.007,0.0248,0.0012,0.0006,0,0.8228,0.1032,0.0172
proxy_350m_32l_cosine_nemotron_cc_244x_n45,67.79107725788900,53.78787878787880,39.733120892252500,53.7706923126734,n45,0.1964,0.2716,0.1062,0.161,0,0.1268,0.002,0.0302,0.0008,0.104,0.0008
proxy_350m_32l_cosine_nemotron_cc_244x_n487,66.32208922742110,47.76936026936030,39.1256721768572,51.0723738912129,n487,0.0996,0.0154,0.1276,0,0.0132,0.2858,0,0.0148,0.0318,0.0056,0.406
proxy_350m_32l_cosine_nemotron_cc_244x_n163,65.61479869423290,54.84006734006730,39.66341366261700,53.37275989897240,n163,0,0,0.2952,0.0676,0,0.0132,0.5066,0.0092,0.0778,0.0132,0.0172
proxy_350m_32l_cosine_nemotron_cc_244x_n179,66.86615886833520,52.18855218855220,40.13144791874130,53.06205299187620,n179,0.09,0,0.0442,0.0408,0,0.0028,0.152,0.0112,0.0122,0.0124,0.6346
proxy_350m_32l_cosine_nemotron_cc_244x_n199,67.6278563656148,51.43097643097640,40.65923122883890,53.2393546751434,n199,0.1944,0.049,0.2792,0.0034,0.0098,0.0026,0.001,0.0006,0.0038,0.0198,0.4364
proxy_350m_32l_cosine_nemotron_cc_244x_n251,66.75734494015230,51.85185185185190,39.23521210914160,52.61480296704860,n251,0.0214,0.0476,0.0326,0.0422,0.0202,0,0.4044,0.0344,0.1576,0.2396,0
proxy_350m_32l_cosine_nemotron_cc_244x_n273,66.32208922742110,49.11616161616160,38.498307110137400,51.3121859845734,n273,0.2034,0.0092,0.0486,0.0078,0.0018,0.152,0,0.24,0.258,0.066,0.013
proxy_350m_32l_cosine_nemotron_cc_244x_n36,67.02937976060940,52.062289562289600,40.609440350527800,53.2337032244756,n36,0.0062,0,0.4874,0.0062,0,0,0.013,0.0046,0.0016,0.4808,0.0006
proxy_350m_32l_cosine_nemotron_cc_244x_n90,67.19260065288360,53.28282828282830,40.87831109340770,53.78458000970650,n90,0.129,0.0008,0,0.0268,0,0.0442,0,0.6762,0.1158,0.0018,0.0054
proxy_350m_32l_cosine_nemotron_cc_244x_n264,65.99564744287270,43.13973063973060,37.37303326030670,48.83613711430330,n264,0.2166,0,0.0006,0.0006,0,0.1848,0.0002,0.0028,0,0.5768,0.0174
proxy_350m_32l_cosine_nemotron_cc_244x_n253,66.53971708378670,52.3989898989899,38.57797251543520,52.5055598327373,n253,0.004,0.0248,0.0048,0.305,0.1798,0.0034,0.2866,0.014,0.0452,0.0724,0.0604
proxy_350m_32l_cosine_nemotron_cc_244x_n235,66.53971708378670,51.936026936026900,38.119896434973100,52.1985468182622,n235,0.0134,0.3724,0.0898,0.0024,0.3506,0,0.109,0.0004,0.0172,0.0408,0.004
proxy_350m_32l_cosine_nemotron_cc_244x_n25,67.19260065288360,46.0016835016835,38.14977096195980,50.4480183721756,n25,0.0008,0.0252,0,0,0,0,0,0,0.0482,0.926,0
proxy_350m_32l_cosine_nemotron_cc_244x_n401,67.13819368879220,46.54882154882160,38.75721967735510,50.81474497165630,n401,0.1208,0.0004,0,0.1842,0.024,0.0736,0.0014,0.0308,0.0866,0.4564,0.0216
proxy_350m_32l_cosine_nemotron_cc_244x_n180,66.70293797606090,51.05218855218860,39.932284405496900,52.5624703112488,n180,0.2082,0,0.1646,0.223,0.0324,0,0.0302,0,0.055,0.1564,0.1298
proxy_350m_32l_cosine_nemotron_cc_244x_n86,66.2676822633297,53.28282828282830,40.38040231029680,53.3103042854849,n86,0,0.0006,0.627,0.002,0.0214,0.3208,0,0.026,0,0.0018,0
proxy_350m_32l_cosine_nemotron_cc_244x_n65,67.30141458106640,55.387205387205400,40.70902210715000,54.4658806918073,n65,0.007,0.0164,0.0622,0.3122,0.0022,0,0.1446,0.345,0.004,0.093,0.0132
proxy_350m_32l_cosine_nemotron_cc_244x_n19,66.43090315560390,45.53872053872050,37.71161123282210,49.89374497571550,n19,0,0.0192,0,0.0536,0,0,0.011,0.0046,0.3914,0.5202,0
proxy_350m_32l_cosine_nemotron_cc_244x_n207,64.90750816104460,44.40235690235690,35.56064528978290,48.29017011772810,n207,0.1128,0,0.0018,0.14,0,0.6488,0.0112,0,0.0538,0.007,0.0244
proxy_350m_32l_cosine_nemotron_cc_244x_n78,66.59412404787810,49.32659932659930,38.667596096395100,51.5294398236242,n78,0.0066,0.053,0.0474,0.0002,0.0012,0.0368,0.0016,0.0356,0.0238,0.7588,0.0346
proxy_350m_32l_cosine_nemotron_cc_244x_n155,67.24700761697500,48.98989898989900,38.986257717586100,51.74105477482,n155,0.2748,0.0298,0.0416,0,0.0052,0.0004,0.0848,0.039,0,0.524,0.0002
proxy_350m_32l_cosine_nemotron_cc_244x_n461,67.19260065288360,43.476430976431000,37.59211312487550,49.42038158473,n461,0.1642,0.0084,0.006,0.0198,0.0054,0.0006,0,0.0012,0.2398,0.5534,0.001
proxy_350m_32l_cosine_nemotron_cc_244x_n135,66.48531011969530,52.81986531986530,40.15136427006570,53.15217990320880,n135,0.062,0.0116,0.0318,0.0014,0.0016,0.0178,0.0006,0.4152,0.1044,0.2638,0.0898
proxy_350m_32l_cosine_nemotron_cc_244x_n260,66.43090315560390,46.2962962962963,37.582154949213300,50.1031181337045,n260,0.384,0,0,0.0216,0.1394,0.1918,0,0.05,0.1832,0.0014,0.0288
proxy_350m_32l_cosine_nemotron_cc_244x_n59,64.30903155603920,42.92929292929290,35.30173272256520,47.51335240263240,n59,0.7778,0.004,0,0,0.0008,0,0.056,0.006,0,0.155,0.0004
proxy_350m_32l_cosine_nemotron_cc_244x_n105,65.50598476605010,52.02020202020200,37.422824138617800,51.64967030829,n105,0.0002,0.44,0,0.001,0.2928,0.0676,0.0908,0,0.0518,0.0556,0
proxy_350m_32l_cosine_nemotron_cc_244x_n417,67.7366702937976,55.05050505050510,40.051782513443500,54.2796526192487,n417,0.198,0.0204,0.007,0.018,0,0,0.0004,0.6304,0.0264,0,0.0994
proxy_350m_32l_cosine_nemotron_cc_244x_n480,67.89989118607180,50.63131313131310,38.76717785301730,52.43279405680070,n480,0,0,0.0106,0.0062,0.0246,0.0016,0.2812,0.0048,0.2468,0.424,0
proxy_350m_32l_cosine_nemotron_cc_244x_n68,67.13819368879220,52.18855218855220,39.81278629755030,53.04651072496490,n68,0,0.0988,0.255,0.0178,0.0004,0.3238,0.0006,0.093,0.0328,0.1522,0.0256
proxy_350m_32l_cosine_nemotron_cc_244x_n478,66.70293797606090,42.92929292929290,37.11412069308900,48.91545053281430,n478,0.007,0,0.022,0.0016,0,0.4266,0,0.0004,0.1058,0.315,0.1214
proxy_350m_32l_cosine_nemotron_cc_244x_n38,65.72361262241570,56.060606060606100,40.49990041824340,54.0947063670884,n38,0,0.0292,0,0,0,0,0.019,0.9502,0,0,0.0014
proxy_350m_32l_cosine_nemotron_cc_244x_n113,66.81175190424380,49.53703703703700,38.86675960963950,51.73851618364010,n113,0.4082,0,0.1918,0,0.0888,0.0644,0.0356,0.0018,0.0234,0.1434,0.0426
proxy_350m_32l_cosine_nemotron_cc_244x_n61,65.99564744287270,44.73905723905720,37.074287990440200,49.2696642241234,n61,0,0,0,0.0292,0,0.0896,0,0.0208,0.7312,0.0056,0.1234
proxy_350m_32l_cosine_nemotron_cc_244x_n466,65.72361262241570,51.26262626262630,37.85102569209320,51.61242152571170,n466,0,0,0.03,0.7518,0.002,0.0012,0.0002,0.0024,0.102,0.0678,0.0424
proxy_350m_32l_cosine_nemotron_cc_244x_n411,66.97497279651800,48.358585858585900,38.13981278629760,51.1577904804672,n411,0.216,0,0.1912,0,0.0576,0,0,0.0004,0.3934,0.1414,0
proxy_350m_32l_cosine_nemotron_cc_244x_n147,68.17192600652880,53.9983164983165,40.629356701852200,54.2665330688992,n147,0.0504,0,0.6148,0,0.3262,0,0,0.0076,0,0.001,0
proxy_350m_32l_cosine_nemotron_cc_244x_n131,68.11751904243740,49.87373737373740,38.40868352917750,52.13331331511740,n131,0.0976,0.3686,0.0058,0.003,0.0036,0.2036,0.0018,0,0.0174,0.2586,0.0402
proxy_350m_32l_cosine_nemotron_cc_244x_n278,68.06311207834600,53.32491582491580,40.6691894045011,54.019072435921,n278,0.0034,0.0154,0.1892,0.3604,0,0.0052,0.1316,0.1818,0.0028,0.1098,0.0004
proxy_350m_32l_cosine_nemotron_cc_244x_n227,66.97497279651800,53.11447811447810,39.85261900019920,53.31402330373180,n227,0.0234,0.0114,0.047,0.107,0.0016,0,0.3436,0.054,0.0186,0.375,0.0184
proxy_350m_32l_cosine_nemotron_cc_244x_n127,68.22633297062020,50.42087542087540,39.85261900019920,52.83327579723160,n127,0,0,0,0.2656,0.0004,0.0154,0,0.0042,0.066,0.001,0.6474
proxy_350m_32l_cosine_nemotron_cc_244x_n243,67.13819368879220,47.34848484848490,39.04600677155950,51.17756176961220,n243,0,0,0.0266,0.1138,0.002,0,0.0138,0.0102,0.0006,0.7808,0.0522
proxy_350m_32l_cosine_nemotron_cc_244x_n28,67.35582154515780,44.907407407407400,37.91077474606650,50.0580012328772,n28,0,0,0,0.001,0,0.189,0,0.001,0.0362,0.7728,0
proxy_350m_32l_cosine_nemotron_cc_244x_n64,67.02937976060940,51.09427609427610,39.20533758215500,52.44299781234680,n64,0.0208,0.1518,0.1326,0.0008,0.0008,0.2828,0.0806,0.0012,0.0816,0.2472,0
proxy_350m_32l_cosine_nemotron_cc_244x_n267,66.48531011969530,54.755892255892300,39.57379008165700,53.6049974857482,n267,0.0784,0.3952,0.046,0.0212,0.012,0.0422,0,0.148,0.0146,0.1994,0.043
proxy_350m_32l_cosine_nemotron_cc_244x_n489,68.17192600652880,50.12626262626260,39.88249352718580,52.72689405332570,n489,0.0104,0.0062,0,0.0896,0,0.0422,0.102,0.0174,0.0614,0.3492,0.3214
proxy_350m_32l_cosine_nemotron_cc_244x_n289,67.08378672470080,50.33670033670030,40.55964947221670,52.66004551120590,n289,0.0076,0.1608,0,0,0.0002,0,0.2512,0.0006,0.0004,0.0352,0.5442
proxy_350m_32l_cosine_nemotron_cc_244x_n100,67.5734494015234,55.93434343434340,41.38617805218080,54.9646569626825,n100,0.0176,0,0.2536,0.0002,0.0296,0,0,0.405,0,0,0.294
proxy_350m_32l_cosine_nemotron_cc_244x_n436,68.28073993471170,51.68350168350170,40.86835291774550,53.61086484531960,n436,0.107,0.002,0,0.0094,0.0088,0.004,0.1094,0.318,0.01,0.31,0.1208
proxy_350m_32l_cosine_nemotron_cc_244x_n198,66.53971708378670,42.129629629629600,35.56064528978290,48.0766640010664,n198,0.7606,0,0,0.0004,0.045,0,0.0004,0.0216,0.0032,0.1136,0.055
proxy_350m_32l_cosine_nemotron_cc_244x_n12,67.6822633297062,47.18013468013470,38.15972913762200,51.007375715821,n12,0.006,0,0,0.0216,0.0004,0.0356,0.0264,0.0006,0.068,0.8406,0.001
proxy_350m_32l_cosine_nemotron_cc_244x_n413,67.41022850924920,49.368686868686900,38.647679745070700,51.8088650410023,n413,0.3314,0.0004,0.0678,0.0018,0.0008,0.0166,0.1836,0.0138,0.0104,0.3734,0
proxy_350m_32l_cosine_nemotron_cc_244x_n231,67.13819368879220,55.72390572390570,41.20693089026090,54.68967676765290,n231,0.0202,0.0128,0.0012,0,0,0,0.1262,0.529,0.0008,0,0.3098
proxy_350m_32l_cosine_nemotron_cc_244x_n33,67.89989118607180,48.19023569023570,39.145588528181600,51.745238468163,n33,0.0078,0.0052,0.0006,0,0.0018,0,0.0578,0.0098,0.1328,0.003,0.7812
proxy_350m_32l_cosine_nemotron_cc_244x_n151,67.19260065288360,49.831649831649800,39.563831905994800,52.1960274635094,n151,0.048,0,0.0622,0,0.0782,0.1154,0.047,0.0036,0.0176,0.545,0.0834
proxy_350m_32l_cosine_nemotron_cc_244x_n282,67.24700761697500,55.5976430976431,40.967934674367700,54.6041951296619,n282,0.006,0.0304,0.236,0.0428,0.0326,0,0,0.244,0.0052,0.3962,0.0068
proxy_350m_32l_cosine_nemotron_cc_244x_n189,67.46463547334060,55.13468013468010,40.609440350527800,54.4029186528495,n189,0.0002,0.06,0.0008,0.0142,0,0.0006,0.3504,0.3232,0.0004,0.1432,0.107
proxy_350m_32l_cosine_nemotron_cc_244x_n268,66.37649619151250,49.95791245791250,39.374626568412700,51.9030117392792,n268,0.0004,0.0082,0.0364,0.0466,0.005,0.0326,0.0012,0.1122,0.3884,0.045,0.3242
proxy_350m_32l_cosine_nemotron_cc_244x_n148,66.48531011969530,53.61952861952860,40.838478390758800,53.6477723766609,n148,0.0008,0.0004,0,0,0.0074,0.0006,0,0.6738,0.0064,0.0014,0.3094
proxy_350m_32l_cosine_nemotron_cc_244x_n126,66.48531011969530,52.02020202020200,37.32324238199560,51.94291817396430,n126,0,0.004,0,0.2692,0.0002,0,0.706,0.0018,0.0148,0.0034,0.0004
proxy_350m_32l_cosine_nemotron_cc_244x_n406,68.49836779107730,53.661616161616200,39.70324636526590,53.9544101059865,n406,0.2274,0.16,0.0022,0.0174,0,0.0192,0.0156,0.1616,0.0478,0.2948,0.0542
proxy_350m_32l_cosine_nemotron_cc_244x_n82,67.35582154515780,55.218855218855200,40.629356701852200,54.4013444886217,n82,0.1588,0,0.0018,0.0056,0.0016,0.0002,0,0.819,0.005,0,0.008
proxy_350m_32l_cosine_nemotron_cc_244x_n284,68.06311207834600,53.24074074074080,40.1414060944035,53.8150863044968,n284,0,0.0194,0.1764,0.1762,0.0178,0.026,0.0292,0.0016,0.0192,0.3072,0.2272
proxy_350m_32l_cosine_nemotron_cc_244x_n463,67.30141458106640,54.92424242424240,40.63931487751440,54.28832396094110,n463,0,0,0,0,0,0,0,0.9832,0.0016,0.0072,0.0078
proxy_350m_32l_cosine_nemotron_cc_244x_n107,65.94124047878130,53.78787878787880,40.34056960764790,53.35656295810270,n107,0.1208,0.1644,0.0246,0.027,0.0152,0,0.0822,0.2242,0.0768,0.2618,0.0032
proxy_350m_32l_cosine_nemotron_cc_244x_n72,66.32208922742110,48.61111111111110,39.47420832503490,51.46913622118900,n72,0,0.0108,0.1072,0,0,0,0,0,0.0506,0.0424,0.789
proxy_350m_32l_cosine_nemotron_cc_244x_n241,66.1588683351469,50.2104377104377,39.384584744074900,51.9179635965532,n241,0.046,0.068,0,0.0254,0.2752,0.0004,0,0.0004,0.0428,0.004,0.538
proxy_350m_32l_cosine_nemotron_cc_244x_n490,67.6822633297062,47.13804713804710,38.458474407488500,51.0929282917473,n490,0.212,0.0366,0.0424,0.0274,0.0002,0.0142,0.0102,0.0016,0.2658,0.0012,0.3886
proxy_350m_32l_cosine_nemotron_cc_244x_n469,66.10446137105550,43.686868686868700,37.00458076080460,48.9319702729096,n469,0.5596,0,0.0034,0,0,0,0.001,0,0,0.0046,0.4312
proxy_350m_32l_cosine_nemotron_cc_244x_n30,66.43090315560390,49.78956228956230,39.036048595897200,51.7521713470211,n30,0.0852,0.105,0.0102,0,0,0.011,0.0244,0.0376,0.4046,0.135,0.1868
proxy_350m_32l_cosine_nemotron_cc_244x_n450,66.64853101196950,57.112794612794600,40.7289384584744,54.8300880277462,n450,0.0002,0,0.0014,0.0586,0,0.0002,0,0.9066,0.0096,0.0024,0.021
proxy_350m_32l_cosine_nemotron_cc_244x_n200,66.32208922742110,47.68518518518520,38.72734515036850,50.91153985432490,n200,0,0,0.0006,0.1528,0.0964,0.0002,0,0.0042,0.2584,0.4866,0.0008
proxy_350m_32l_cosine_nemotron_cc_244x_n122,68.49836779107730,53.87205387205390,40.33061143198570,54.23367769837230,n122,0.0324,0.1218,0.0684,0.0102,0,0.2024,0,0.1882,0.001,0.1564,0.2196
proxy_350m_32l_cosine_nemotron_cc_244x_n16,66.92056583242660,52.90404040404040,40.17128062139020,53.33196228595240,n16,0.1898,0.116,0.261,0.0032,0,0.012,0.0314,0.0118,0.1088,0.1902,0.0756